id_kandidat,cv_text,id_lowongan,job_desc,label
C0852,"Saya lulusan Statistika, pengalaman 3 tahun sebagai Data Analyst menggunakan Python.",L002,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 4 tahun.",0
C0853,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Python.",L003,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 8 tahun.",0
C0854,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada SEM.,L004,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 2 tahun.",0
C0855,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L005,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 6 tahun.",0
C0856,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L006,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 3 tahun.",0
C0857,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L007,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 3 tahun.",1
C0858,Pengalaman 1 tahun sebagai admin dengan kemampuan Microsoft Excel.,L008,"Lowongan Data Analyst dengan keahlian Python, pengalaman minimal 2 tahun.",0
C0859,Pengalaman 5 tahun sebagai admin dengan kemampuan Microsoft Excel.,L009,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 5 tahun.",1
C0860,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai React.",L010,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 5 tahun.",1
C0861,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan Tax Reporting.",L001,"Lowongan Accounting Staff, menguasai Tax Reporting, pengalaman kerja minimal 1 tahun.",1
C0862,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan SQL.",L002,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 2 tahun.",1
C0863,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai React.",L003,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 7 tahun.",0
C0864,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan MYOB.",L004,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 5 tahun.",1
C0865,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan Excel.",L005,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 5 tahun.",0
C0866,Pengalaman 1 tahun sebagai admin dengan kemampuan Inventory Control.,L006,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 2 tahun.",0
C0867,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan Accurate.",L007,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 8 tahun.",0
C0868,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Java.",L008,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 2 tahun.",1
C0869,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada SEO.,L009,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 4 tahun.",0
C0870,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Java.",L010,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 8 tahun.",0
C0871,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan Excel.",L001,"Lowongan Data Analyst dengan keahlian Excel, pengalaman minimal 5 tahun.",1
C0872,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan MYOB.",L002,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 5 tahun.",0
C0873,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan Tax Reporting.",L003,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 4 tahun.",0
C0874,Pengalaman 5 tahun sebagai admin dengan kemampuan Email Management.,L004,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 8 tahun.",0
C0875,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan Tableau.",L005,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 4 tahun.",0
C0876,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan Excel.",L006,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 4 tahun.",0
C0877,Pengalaman 3 tahun sebagai admin dengan kemampuan ERP.,L007,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 5 tahun.",0
C0878,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan SQL.",L008,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 7 tahun.",0
C0879,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan MYOB.",L009,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 3 tahun.",1
C0880,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan Excel.",L010,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 3 tahun.",0
C0881,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada SEO.,L001,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 6 tahun.",0
C0882,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada SEO.,L002,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 1 tahun.",1
C0883,Pengalaman 5 tahun sebagai admin dengan kemampuan Email Management.,L003,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 7 tahun.",0
C0884,Pengalaman 1 tahun sebagai admin dengan kemampuan Microsoft Excel.,L004,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 4 tahun.",0
C0885,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan Tableau.",L005,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 3 tahun.",0
C0886,Pengalaman 3 tahun sebagai admin dengan kemampuan Email Management.,L006,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 3 tahun.",1
C0887,Pengalaman 2 tahun sebagai admin dengan kemampuan ERP.,L007,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 3 tahun.",0
C0888,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L008,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 6 tahun.",0
C0889,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan MYOB.",L009,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 4 tahun.",0
C0890,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEO.,L010,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 3 tahun.",1
C0891,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan Tableau.",L001,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 2 tahun.",1
C0892,Pengalaman 5 tahun sebagai admin dengan kemampuan Inventory Control.,L002,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 6 tahun.",0
C0893,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Python.",L003,"Lowongan Data Analyst dengan keahlian Python, pengalaman minimal 1 tahun.",1
C0894,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L004,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 1 tahun.",1
C0895,Pengalaman 3 tahun sebagai admin dengan kemampuan Microsoft Excel.,L005,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 5 tahun.",0
C0896,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L006,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 5 tahun.",0
C0897,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L007,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 8 tahun.",0
C0898,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada SEO.,L008,"Dibutuhkan Digital Marketer dengan fokus pada SEO, pengalaman kerja minimal 1 tahun.",1
C0899,"Saya memiliki pengalaman 4 tahun sebagai Software Engineer, menguasai Node.js.",L009,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 4 tahun.",1
C0900,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan MYOB.",L010,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 5 tahun.",1
C0901,"Saya memiliki pengalaman 4 tahun sebagai Software Engineer, menguasai Spring Boot.",L001,"Lowongan Accounting Staff, menguasai Tax Reporting, pengalaman kerja minimal 7 tahun.",0
C0902,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan SQL.",L002,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 2 tahun.",0
C0903,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan Excel.",L003,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 4 tahun.",0
C0904,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan SAP.",L004,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 7 tahun.",0
C0905,"Lulusan Akuntansi dengan pengalaman 4 tahun, terbiasa dengan Tax Reporting.",L005,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 6 tahun.",0
C0906,Pengalaman 3 tahun sebagai admin dengan kemampuan ERP.,L006,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 6 tahun.",0
C0907,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan MYOB.",L007,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 1 tahun.",1
C0908,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Excel.",L008,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 7 tahun.",0
C0909,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L009,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 6 tahun.",0
C0910,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L010,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 5 tahun.",1
C0911,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L001,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 2 tahun.",1
C0912,"Saya lulusan Statistika, pengalaman 3 tahun sebagai Data Analyst menggunakan SQL.",L002,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 3 tahun.",1
C0913,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan SAP.",L003,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 4 tahun.",0
C0914,Pengalaman 5 tahun sebagai admin dengan kemampuan Inventory Control.,L004,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 7 tahun.",0
C0915,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan MYOB.",L005,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 5 tahun.",0
C0916,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L006,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 3 tahun.",0
C0917,"Saya memiliki pengalaman 4 tahun sebagai Software Engineer, menguasai Java.",L007,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 6 tahun.",0
C0918,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Python.",L008,"Lowongan Data Analyst dengan keahlian Python, pengalaman minimal 4 tahun.",1
C0919,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan Excel.",L009,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 8 tahun.",0
C0920,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Tableau.",L010,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 7 tahun.",0
C0921,Pengalaman 3 tahun sebagai admin dengan kemampuan Email Management.,L001,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 3 tahun.",1
C0922,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEM.,L002,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 3 tahun.",1
C0923,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L003,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 7 tahun.",0
C0924,"Saya lulusan Statistika, pengalaman 3 tahun sebagai Data Analyst menggunakan Tableau.",L004,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 4 tahun.",0
C0925,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Spring Boot.",L005,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 4 tahun.",0
C0926,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L006,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 1 tahun.",1
C0927,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan Excel.",L007,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 3 tahun.",1
C0928,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Python.",L008,"Lowongan Data Analyst dengan keahlian Python, pengalaman minimal 4 tahun.",1
C0929,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L009,"Lowongan Accounting Staff, menguasai Tax Reporting, pengalaman kerja minimal 2 tahun.",0
C0930,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L010,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 1 tahun.",1
C0931,Pengalaman 2 tahun sebagai admin dengan kemampuan Email Management.,L001,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 5 tahun.",0
C0932,Pengalaman 5 tahun sebagai admin dengan kemampuan ERP.,L002,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 6 tahun.",0
C0933,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan MYOB.",L003,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 6 tahun.",0
C0934,"Lulusan Akuntansi dengan pengalaman 5 tahun, terbiasa dengan SAP.",L004,"Lowongan Data Analyst dengan keahlian Excel, pengalaman minimal 7 tahun.",0
C0935,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan Pandas.",L005,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 6 tahun.",0
C0936,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L006,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 5 tahun.",0
C0937,Saya memiliki pengalaman 1 tahun di bidang pemasaran digital dengan fokus pada SEO.,L007,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 2 tahun.",0
C0938,"Saya lulusan Statistika, pengalaman 3 tahun sebagai Data Analyst menggunakan Pandas.",L008,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 3 tahun.",1
C0939,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Excel.",L009,"Lowongan Data Analyst dengan keahlian Excel, pengalaman minimal 1 tahun.",1
C0940,Pengalaman 3 tahun sebagai admin dengan kemampuan Inventory Control.,L010,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 4 tahun.",0
C0941,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEM.,L001,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 4 tahun.",0
C0942,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada SEO.,L002,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 6 tahun.",0
C0943,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEO.,L003,"Lowongan Data Analyst dengan keahlian Excel, pengalaman minimal 5 tahun.",0
C0944,Pengalaman 1 tahun sebagai admin dengan kemampuan Filing System.,L004,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 4 tahun.",0
C0945,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada SEM.,L005,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 4 tahun.",0
C0946,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Python.",L006,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 5 tahun.",0
C0947,Saya memiliki pengalaman 2 tahun di bidang pemasaran digital dengan fokus pada SEO.,L007,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 5 tahun.",0
C0948,Pengalaman 4 tahun sebagai admin dengan kemampuan ERP.,L008,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 5 tahun.",0
C0949,Pengalaman 4 tahun sebagai admin dengan kemampuan ERP.,L009,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 6 tahun.",0
C0950,Pengalaman 4 tahun sebagai admin dengan kemampuan Inventory Control.,L010,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 7 tahun.",0
C0951,"Lulusan Akuntansi dengan pengalaman 4 tahun, terbiasa dengan Tax Reporting.",L001,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 5 tahun.",0
C0952,"Saya memiliki pengalaman 4 tahun sebagai Software Engineer, menguasai Spring Boot.",L002,"Lowongan Data Analyst dengan keahlian Excel, pengalaman minimal 5 tahun.",0
C0953,"Saya memiliki pengalaman 4 tahun sebagai Software Engineer, menguasai Java.",L003,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 4 tahun.",1
C0954,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan Excel.",L004,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 3 tahun.",1
C0955,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Java.",L005,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 3 tahun.",1
C0956,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Tableau.",L006,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 1 tahun.",1
C0957,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan Accurate.",L007,"Lowongan Data Analyst dengan keahlian Python, pengalaman minimal 4 tahun.",0
C0958,Pengalaman 4 tahun sebagai admin dengan kemampuan Microsoft Excel.,L008,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 7 tahun.",0
C0959,"Saya memiliki pengalaman 1 tahun sebagai Software Engineer, menguasai Node.js.",L009,"Staff Administrasi dibutuhkan, harus menguasai Filing System, pengalaman minimal 2 tahun.",0
C0960,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Excel.",L010,"Dicari Software Engineer dengan keahlian Python, minimal pengalaman 3 tahun.",0
C0961,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai Node.js.",L001,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 5 tahun.",1
C0962,"Saya memiliki pengalaman 4 tahun sebagai Software Engineer, menguasai Node.js.",L002,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 4 tahun.",1
C0963,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan Pandas.",L003,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 6 tahun.",0
C0964,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L004,"Lowongan Data Analyst dengan keahlian Excel, pengalaman minimal 8 tahun.",0
C0965,Pengalaman 1 tahun sebagai admin dengan kemampuan Microsoft Excel.,L005,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 3 tahun.",0
C0966,"Saya lulusan Statistika, pengalaman 2 tahun sebagai Data Analyst menggunakan Excel.",L006,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 3 tahun.",0
C0967,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada SEO.,L007,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 8 tahun.",0
C0968,Pengalaman 1 tahun sebagai admin dengan kemampuan Filing System.,L008,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 3 tahun.",0
C0969,"Saya lulusan Statistika, pengalaman 5 tahun sebagai Data Analyst menggunakan Pandas.",L009,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 5 tahun.",1
C0970,Pengalaman 4 tahun sebagai admin dengan kemampuan Email Management.,L010,"Staff Administrasi dibutuhkan, harus menguasai Email Management, pengalaman minimal 4 tahun.",1
C0971,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Tableau.",L001,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 5 tahun.",0
C0972,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Java.",L002,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 2 tahun.",1
C0973,"Saya memiliki pengalaman 3 tahun sebagai Software Engineer, menguasai Node.js.",L003,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 3 tahun.",1
C0974,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan Accurate.",L004,"Staff Administrasi dibutuhkan, harus menguasai ERP, pengalaman minimal 5 tahun.",0
C0975,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan SQL.",L005,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 7 tahun.",0
C0976,Pengalaman 2 tahun sebagai admin dengan kemampuan Microsoft Excel.,L006,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 4 tahun.",0
C0977,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan SAP.",L007,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 5 tahun.",0
C0978,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada Google Ads.,L008,"Dibutuhkan Digital Marketer dengan fokus pada Google Ads, pengalaman kerja minimal 5 tahun.",1
C0979,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Tableau.",L009,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 3 tahun.",0
C0980,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada SEM.,L010,"Dibutuhkan Digital Marketer dengan fokus pada SEM, pengalaman kerja minimal 3 tahun.",1
C0981,Saya memiliki pengalaman 3 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L001,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 3 tahun.",1
C0982,"Saya memiliki pengalaman 2 tahun sebagai Software Engineer, menguasai Spring Boot.",L002,"Dicari Software Engineer dengan keahlian Spring Boot, minimal pengalaman 2 tahun.",1
C0983,Pengalaman 5 tahun sebagai admin dengan kemampuan Inventory Control.,L003,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 5 tahun.",1
C0984,"Saya lulusan Statistika, pengalaman 1 tahun sebagai Data Analyst menggunakan Python.",L004,"Dibutuhkan Digital Marketer dengan fokus pada Content Creation, pengalaman kerja minimal 3 tahun.",0
C0985,"Saya lulusan Statistika, pengalaman 4 tahun sebagai Data Analyst menggunakan Pandas.",L005,"Lowongan Data Analyst dengan keahlian Pandas, pengalaman minimal 4 tahun.",1
C0986,Pengalaman 4 tahun sebagai admin dengan kemampuan Microsoft Excel.,L006,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 4 tahun.",1
C0987,Saya memiliki pengalaman 5 tahun di bidang pemasaran digital dengan fokus pada Instagram Ads.,L007,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 5 tahun.",1
C0988,Saya memiliki pengalaman 4 tahun di bidang pemasaran digital dengan fokus pada Content Creation.,L008,"Lowongan Accounting Staff, menguasai Tax Reporting, pengalaman kerja minimal 7 tahun.",0
C0989,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan SAP.",L009,"Lowongan Data Analyst dengan keahlian SQL, pengalaman minimal 4 tahun.",0
C0990,Pengalaman 4 tahun sebagai admin dengan kemampuan Inventory Control.,L010,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 5 tahun.",0
C0991,"Lulusan Akuntansi dengan pengalaman 4 tahun, terbiasa dengan Excel.",L001,"Lowongan Accounting Staff, menguasai Excel, pengalaman kerja minimal 4 tahun.",1
C0992,Pengalaman 2 tahun sebagai admin dengan kemampuan ERP.,L002,"Dibutuhkan Digital Marketer dengan fokus pada Instagram Ads, pengalaman kerja minimal 4 tahun.",0
C0993,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan Excel.",L003,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 4 tahun.",0
C0994,"Lulusan Akuntansi dengan pengalaman 2 tahun, terbiasa dengan SAP.",L004,"Lowongan Accounting Staff, menguasai SAP, pengalaman kerja minimal 2 tahun.",1
C0995,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan Excel.",L005,"Lowongan Data Analyst dengan keahlian Tableau, pengalaman minimal 3 tahun.",0
C0996,Pengalaman 3 tahun sebagai admin dengan kemampuan Microsoft Excel.,L006,"Staff Administrasi dibutuhkan, harus menguasai Microsoft Excel, pengalaman minimal 3 tahun.",1
C0997,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan Accurate.",L007,"Dicari Software Engineer dengan keahlian Node.js, minimal pengalaman 6 tahun.",0
C0998,"Saya memiliki pengalaman 5 tahun sebagai Software Engineer, menguasai React.",L008,"Dicari Software Engineer dengan keahlian React, minimal pengalaman 5 tahun.",1
C0999,Pengalaman 1 tahun sebagai admin dengan kemampuan Inventory Control.,L009,"Lowongan Accounting Staff, menguasai Accurate, pengalaman kerja minimal 4 tahun.",0
C1000,Pengalaman 5 tahun sebagai admin dengan kemampuan Email Management.,L010,"Dicari Software Engineer dengan keahlian Java, minimal pengalaman 8 tahun.",0
C1001,Pengalaman 2 tahun sebagai admin dengan kemampuan Inventory Control.,L001,"Staff Administrasi dibutuhkan, harus menguasai Inventory Control, pengalaman minimal 2 tahun.",1
C1002,"Lulusan Akuntansi dengan pengalaman 3 tahun, terbiasa dengan Tax Reporting.",L002,"Lowongan Accounting Staff, menguasai Tax Reporting, pengalaman kerja minimal 3 tahun.",1
C1003,"Lulusan Akuntansi dengan pengalaman 1 tahun, terbiasa dengan MYOB.",L003,"Lowongan Accounting Staff, menguasai MYOB, pengalaman kerja minimal 1 tahun.",1
